id,kind,area,surface,capability,handler,events,exposure,sdk,mcp,consumers,fixtures,platforms,status,nextGate,source,reason
"menu:motion.js:7471","menu","animation-rigs-expressions","dynamic menu (renderLayerListMotion)","Parent in Time — link time to…","src/js/motion.js:7471 renderLayerListMotion()","click","contextual menu","none","none (R14)","render@1 history@2 animation@2 persist@3 selection@3 native@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7471",""
"menu:motion.js:7479","menu","animation-rigs-expressions","dynamic menu (renderLayerListMotion)","Expression controls…","src/js/motion.js:7479 renderLayerListMotion()","click","contextual menu","none","none (R14)","history@2 persist@3 render@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7479",""
"menu:motion.js:7487","menu","animation-rigs-expressions","dynamic menu (renderLayerListMotion)","Widget settings…","src/js/motion.js:7487 renderLayerListMotion()","click","contextual menu","none","none (R14)","history@2 persist@3 render@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7487",""
"menu:motion.js:7492","menu","animation-rigs-expressions","dynamic menu (renderLayerListMotion)","Add an effector layer","src/js/motion.js:7492 renderLayerListMotion()","click","contextual menu","none","none (R14)","persist@2 history@2 animation@2 render@2 selection@3 native@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7492",""
"menu:motion.js:7497","menu","animation-rigs-expressions","dynamic menu (renderLayerListMotion)","Add a marker on this layer","src/js/motion.js:7497 renderLayerListMotion()","click","contextual menu","none","none (R14)","history@2","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7497",""
"menu:motion.js:7508","menu","animation-rigs-expressions","dynamic menu (renderLayerListMotion)","Merge the selected layers","src/js/motion.js:7508 renderLayerListMotion()","click","contextual menu","none","none (R14)","persist@2 history@2 render@2 selection@3 native@3 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7508",""
"menu:motion.js:7509","menu","animation-rigs-expressions","dynamic menu (renderLayerListMotion)","Object-mode Duplicator…","src/js/motion.js:7509 renderLayerListMotion()","click","contextual menu","none","none (R14)","persist@2 history@2 animation@2 render@2 selection@3 native@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7509",""
"menu:motion.js:7511","menu","animation-rigs-expressions","dynamic menu (renderLayerListMotion)","Stagger the selected layers…","src/js/motion.js:7511 renderLayerListMotion()","click","contextual menu","none","none (R14)","history@2 render@2 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7511",""
"menu:motion.js:7927","menu","animation-rigs-expressions","dynamic menu (openMatteConfigMenu)","Matte layer:","src/js/motion.js:7927 openMatteConfigMenu()","click","contextual menu","none","none (R14)","","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7927",""
"menu:motion.js:7933","menu","animation-rigs-expressions","dynamic menu (openMatteConfigMenu)","  ","src/js/motion.js:7933 openMatteConfigMenu()","click","contextual menu","none","none (R14)","history@1 persist@2 render@2 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7933",""
"menu:motion.js:7947","menu","animation-rigs-expressions","dynamic menu (openMatteConfigMenu)","Mode:","src/js/motion.js:7947 openMatteConfigMenu()","click","contextual menu","none","none (R14)","","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7947",""
"menu:motion.js:7950","menu","animation-rigs-expressions","dynamic menu (openMatteConfigMenu)","  ","src/js/motion.js:7950 openMatteConfigMenu()","click","contextual menu","none","none (R14)","history@1 persist@2 render@2 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7950",""
"menu:motion.js:7957","menu","animation-rigs-expressions","dynamic menu (openMatteConfigMenu)","Remove the matte","src/js/motion.js:7957 openMatteConfigMenu()","click","contextual menu","none","none (R14)","history@1 persist@2 render@2 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7957",""
"menu:motion.js:8005","menu","animation-rigs-expressions","dynamic menu (openExtraMatteMenu)","Matte layer:","src/js/motion.js:8005 openExtraMatteMenu()","click","contextual menu","none","none (R14)","","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:8005",""
"menu:motion.js:8008","menu","animation-rigs-expressions","dynamic menu (openExtraMatteMenu)","  ","src/js/motion.js:8008 openExtraMatteMenu()","click","contextual menu","none","none (R14)","history@1 persist@2 render@2 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:8008",""
"menu:motion.js:8014","menu","animation-rigs-expressions","dynamic menu (openExtraMatteMenu)","Mode:","src/js/motion.js:8014 openExtraMatteMenu()","click","contextual menu","none","none (R14)","","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:8014",""
"menu:motion.js:8017","menu","animation-rigs-expressions","dynamic menu (openExtraMatteMenu)","  ","src/js/motion.js:8017 openExtraMatteMenu()","click","contextual menu","none","none (R14)","history@1 persist@2 render@2 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:8017",""
"menu:motion.js:8023","menu","animation-rigs-expressions","dynamic menu (openExtraMatteMenu)","Remove the matte","src/js/motion.js:8023 openExtraMatteMenu()","click","contextual menu","none","none (R14)","history@1 persist@2 render@2 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:8023",""
"menu:motion.js:8364","menu","animation-rigs-expressions","dynamic menu (openExtraParentMenu)","Remove this parent","src/js/motion.js:8364 openExtraParentMenu()","click","contextual menu","none","none (R14)","history@1 render@1 persist@2 animation@2 selection@3 native@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:8364",""
"menu:motion.js:8441","menu","animation-rigs-expressions","dynamic menu (renderTimeLinkRow)","Unlink time","src/js/motion.js:8441 renderTimeLinkRow()","click","contextual menu","none","none (R14)","history@1 render@1 animation@2 selection@2 native@2 persist@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:8441",""
"menu:motion.js:8530","menu","animation-rigs-expressions","dynamic menu (buildKeyLockMenuItems)","Lock keyframes on:","src/js/motion.js:8530 buildKeyLockMenuItems()","click","contextual menu","none","none (R14)","","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:8530",""
"menu:motion.js:8565","menu","animation-rigs-expressions","dynamic menu (buildKeySelectionLockMenuItems)","Lock keyframes on:","src/js/motion.js:8565 buildKeySelectionLockMenuItems()","click","contextual menu","none","none (R14)","","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:8565",""
"menu:motion.js:9153","menu","animation-rigs-expressions","dynamic menu (buildExprEditorRow)","value — no change","src/js/motion.js:9153 buildExprEditorRow()","click","contextual menu","none","none (R14)","animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:9153",""
